,id,motivation,share,year,category,overallMotivation,century,name
598,586,"""for his varied and rich poetry, which is inspired by lofty ideals""",2,1917,literature,,20,Karl Gjellerup
602,,,,1916,chemistry,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
606,,,,1916,medicine,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
605,,,,1916,physics,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
604,,,,1916,peace,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
603,585,"""in recognition of his significance as the leading representative of a new era in our literature""",1,1916,literature,,20,Verner von Heidenstam
610,20,"""for their services in the analysis of crystal structure by means of X-rays""",2,1915,physics,,20,William Bragg
607,176,"""for his researches on plant pigments, especially chlorophyll""",1,1915,chemistry,,20,Richard Willstätter
609,,,,1915,peace,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
610,21,"""for their services in the analysis of crystal structure by means of X-rays""",2,1915,physics,,20,Lawrence Bragg
611,,,,1915,medicine,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
608,584,"""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""",1,1915,literature,,20,Romain Rolland
616,308,"""for his work on the physiology and pathology of the vestibular apparatus""",1,1914,medicine,,20,Robert Bárány
615,19,"""for his discovery of the diffraction of X-rays by crystals""",1,1914,physics,,20,Max von Laue
613,,,,1914,literature,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
612,175,"""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements""",1,1914,chemistry,,20,Theodore W. Richards
614,,,,1914,peace,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
619,481,"""for his unparalleled contribution to the organization of peaceful internationalism""",1,1913,peace,,20,Henri La Fontaine
618,583,"""because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West""",1,1913,literature,,20,Rabindranath Tagore
617,174,"""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry""",1,1913,chemistry,,20,Alfred Werner
621,307,"""in recognition of his work on anaphylaxis""",1,1913,medicine,,20,Charles Richet
620,18,"""for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium""",1,1913,physics,,20,Heike Kamerlingh Onnes
622,173,"""for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years""",2,1912,chemistry,,20,Paul Sabatier
625,17,"""for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys""",1,1912,physics,,20,Gustaf Dalén
626,306,"""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""",1,1912,medicine,,20,Alexis Carrel
624,480,"""for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries""",1,1912,peace,,20,Elihu Root
622,172,"""for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry""",2,1912,chemistry,,20,Victor Grignard
623,582,"""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art""",1,1912,literature,,20,Gerhart Hauptmann
629,478,"""for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations""",2,1911,peace,,20,Tobias Asser
631,305,"""for his work on the dioptrics of the eye""",1,1911,medicine,,20,Allvar Gullstrand
629,479,"""for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations""",2,1911,peace,,20,Alfred Fried
630,16,"""for his discoveries regarding the laws governing the radiation of heat""",1,1911,physics,,20,Wilhelm Wien
628,581,"""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",1,1911,literature,,20,Maurice Maeterlinck
627,6,"""in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element""",1,1911,chemistry,,20,Marie Curie
635,15,"""for his work on the equation of state for gases and liquids""",1,1910,physics,,20,Johannes Diderik van der Waals
636,304,"""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances""",1,1910,medicine,,20,Albrecht Kossel
632,169,"""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds""",1,1910,chemistry,,20,Otto Wallach
633,580,"""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories""",1,1910,literature,,20,Paul Heyse
634,477,"""for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement""",1,1910,peace,,20,
640,13,"""in recognition of their contributions to the development of wireless telegraphy""",2,1909,physics,,20,Guglielmo Marconi
637,168,"""in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction""",1,1909,chemistry,,20,Wilhelm Ostwald
638,579,"""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""",1,1909,literature,,20,Selma Lagerlöf
639,475,"""for their prominent position in the international movement for peace and arbitration""",2,1909,peace,,20,Auguste Beernaert
640,14,"""in recognition of their contributions to the development of wireless telegraphy""",2,1909,physics,,20,Ferdinand Braun
641,303,"""for his work on the physiology, pathology and surgery of the thyroid gland""",1,1909,medicine,,20,Theodor Kocher
639,476,"""for their prominent position in the international movement for peace and arbitration""",2,1909,peace,,20,Paul Henri d'Estournelles de Constant
644,474,"""for their long time work for the cause of peace as politicians, peace society leaders, orators and authors""",2,1908,peace,,20,Fredrik Bajer
646,302,"""in recognition of their work on immunity""",2,1908,medicine,,20,Paul Ehrlich
644,473,"""for their long time work for the cause of peace as politicians, peace society leaders, orators and authors""",2,1908,peace,,20,Klas Pontus Arnoldson
646,301,"""in recognition of their work on immunity""",2,1908,medicine,,20,Ilya Mechnikov
642,167,"""for his investigations into the disintegration of the elements, and the chemistry of radioactive substances""",1,1908,chemistry,,20,Ernest Rutherford
645,12,"""for his method of reproducing colours photographically based on the phenomenon of interference""",1,1908,physics,,20,Gabriel Lippmann
643,578,"""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",1,1908,literature,,20,Rudolf Eucken
650,11,"""for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid""",1,1907,physics,,20,Albert A. Michelson
648,577,"""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",1,1907,literature,,20,Rudyard Kipling
649,471,"""for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy""",2,1907,peace,,20,Ernesto Teodoro Moneta
651,300,"""in recognition of his work on the role played by protozoa in causing diseases""",1,1907,medicine,,20,Alphonse Laveran
647,166,"""for his biochemical researches and his discovery of cell-free fermentation""",1,1907,chemistry,,20,Eduard Buchner
649,472,"""for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences""",2,1907,peace,,20,Louis Renault
656,298,"""in recognition of their work on the structure of the nervous system""",2,1906,medicine,,20,Camillo Golgi
655,10,"""in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases""",1,1906,physics,,20,J.J. Thomson
654,470,"""for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia""",1,1906,peace,,20,Theodore Roosevelt
653,576,"""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces""",1,1906,literature,,20,Giosuè Carducci
652,165,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him""",1,1906,chemistry,,20,Henri Moissan
656,299,"""in recognition of their work on the structure of the nervous system""",2,1906,medicine,,20,Santiago Ramón y Cajal
657,164,"""in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds""",1,1905,chemistry,,20,Adolf von Baeyer
659,468,"""for her audacity to oppose the horrors of war""",1,1905,peace,,20,Bertha von Suttner
661,297,"""for his investigations and discoveries in relation to tuberculosis""",1,1905,medicine,,20,Robert Koch
660,9,"""for his work on cathode rays""",1,1905,physics,,20,Philipp Lenard
658,575,"""because of his outstanding merits as an epic writer""",1,1905,literature,,20,Henryk Sienkiewicz
664,467,"""for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane""",1,1904,peace,,20,
662,163,"""in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system""",1,1904,chemistry,,20,Sir William Ramsay
663,573,"""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist""",2,1904,literature,,20,Frédéric Mistral
663,574,"""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama""",2,1904,literature,,20,José Echegaray
665,8,"""for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies""",1,1904,physics,,20,Lord Rayleigh
666,296,"""in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged""",1,1904,medicine,,20,Ivan Pavlov
670,5,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",4,1903,physics,,20,Pierre Curie
669,466,"""for his longstanding and devoted effort in favour of the ideas of peace and arbitration""",1,1903,peace,,20,Randal Cremer
670,6,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",4,1903,physics,,20,Marie Curie
667,162,"""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation""",1,1903,chemistry,,20,Svante Arrhenius
668,572,"""as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",1,1903,literature,,20,Bjørnstjerne Bjørnson
670,4,"""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity""",2,1903,physics,,20,Henri Becquerel
671,295,"""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science""",1,1903,medicine,,20,Niels Ryberg Finsen
674,464,"""for his untiring and skilful directorship of the Bern Peace Bureau""",2,1902,peace,,20,Élie Ducommun
674,465,"""for his eminently practical administration of the Inter-Parliamentary Union""",2,1902,peace,,20,Albert Gobat
672,161,"""in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses""",1,1902,chemistry,,20,Emil Fischer
676,294,"""for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",1,1902,medicine,,20,Ronald Ross
675,3,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",2,1902,physics,,20,Pieter Zeeman
673,571,"""the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>""",1,1902,literature,,20,Theodor Mommsen
675,2,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",2,1902,physics,,20,Hendrik A. Lorentz
678,569,"""in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect""",1,1901,literature,,20,Sully Prudhomme
679,462,"""for his humanitarian efforts to help wounded soldiers and create international understanding""",2,1901,peace,,20,Henry Dunant
679,463,"""for his lifelong work for international peace conferences, diplomacy and arbitration""",2,1901,peace,,20,Frédéric Passy
677,160,"""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions""",1,1901,chemistry,,20,Jacobus H. van 't Hoff
680,1,"""in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him""",1,1901,physics,,20,Wilhelm Conrad Röntgen
681,293,"""for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""",1,1901,medicine,,20,Emil von Behring
